window_id,carrying_position,mean_acc_x,mean_acc_y,mean_acc_z,std_acc_x,std_acc_y,std_acc_z,svm_mean,svm_std,peak_pressure_count,step_count
1,handbag,0.13725494437515434,0.0027662598012735545,9.633745593646044,0.14599249632471373,0.12432136184507105,0.12534784677294386,9.793615933976296,0.2715431146880347,1,2
2,pocket,0.3263168206144639,0.217810240595258,9.715291759948615,0.15260986039430735,0.09934835124012278,0.11380020323926418,9.876642163102979,0.19384436249563614,2,2
3,handbag,-0.1476535013034432,-0.0038322286223005098,9.654049178104504,0.12377624332966294,0.14138569100334702,0.1327720044236086,9.765841901633992,0.20598693066517965,1,2
4,handbag,-0.00616989297849041,-0.05187420811669112,9.67432907618236,0.13258825346326164,0.09517563951953927,0.07760817996073205,10.183485394639188,0.24910913410639915,1,2
5,pocket,0.13614734817906587,0.07298368001481145,9.703974863213583,0.14333920787505744,0.07450169421759692,0.12324059204453906,9.79899218513218,0.20619467734463512,2,2
6,pocket,0.008564340259558767,-0.13407287402661955,9.778596493341363,0.15153861210410768,0.13693566696390153,0.11327121192036671,9.702679015094942,0.25027722023714344,1,1
7,handbag,0.12288333172440426,-0.05576618494626985,9.699942634645028,0.1376050454147815,0.12770737822338593,0.08785058483596467,9.978969699410884,0.2174995904270728,2,1
8,handheld,0.3380569568524242,0.33631884030593845,9.513031554364819,0.14258441470583158,0.09577963296595593,0.09727294528275995,9.518342205022343,0.2420736517478815,1,2
9,handbag,0.22982050820039712,-0.07801701093500825,9.64972029909823,0.1475236581363319,0.1271070576247904,0.09587458046761327,9.8747985744897,0.166777684255931,1,1
10,handbag,0.40959255532643835,-0.03257780572549736,9.759578427530009,0.1300394878735008,0.14339756503292259,0.0927006530768868,9.647294195674212,0.16439247637828375,2,1
11,handbag,0.23930629265276165,0.11861994892479973,9.786267363876656,0.1446239820508517,0.12522355092866663,0.07302703049205853,10.06140997966754,0.21414856959151068,1,2
12,handbag,0.358869124724179,0.12486846560360182,9.791785787817611,0.17311879932421334,0.16877100946151852,0.12348672331308688,10.08065563993733,0.18366186509171376,2,1
13,pocket,0.20038945498072536,0.08184508431453752,9.820117766996207,0.13807955207001626,0.10297971492261732,0.08107334950109288,9.696478115780602,0.11878114214699842,2,2
14,handbag,0.12145867749603258,-0.1304048498669338,9.721843727709,0.13198138110301263,0.07528684770686833,0.07900494592908186,9.52240285808757,0.2741286219033494,2,1
15,handheld,0.4320852083312832,0.2118187193165348,9.736316498086966,0.19170248922554065,0.09178064688294102,0.12398328536636062,9.274444332525288,0.29856653377002834,2,1
16,pocket,0.10359745680958997,0.056833592029040404,9.608609145374043,0.15451204983438493,0.07411236981192594,0.0719459377167825,9.796302621314181,0.29375978220019827,2,2
17,handheld,0.2615767234686449,0.25645394266098814,9.492542468721547,0.1345432335578164,0.16277795714326793,0.09394729624285673,9.206842710537984,0.24278195947713926,1,1
18,handheld,0.32533460448367096,0.032621885416538335,9.568241741642211,0.16287001073194377,0.11990118923946506,0.08011467785172567,9.718739247022462,0.24176473701006732,2,2
19,handheld,0.3362239056706285,0.22789932069686922,9.639816244830957,0.15512214490141435,0.1587820410778889,0.1327345994187603,9.599759974117893,0.2549638850508074,2,1
20,handheld,0.03518359946699706,0.2655300138895322,9.574029544866919,0.1385962732970381,0.11290893001274678,0.12287509834733285,9.879515350812726,0.21726858959810252,2,1
21,pocket,0.36779256087423984,0.05396692690954157,9.680707305993987,0.14902096367383716,0.10189823282337801,0.08356643491435076,9.73658973147815,0.1578702970397014,2,1
22,pocket,0.06315671308390947,0.21565402329267763,9.663791173935875,0.14417121318105916,0.08539850243544525,0.0800591580179017,9.598413705800748,0.3093737111611228,1,2
23,handheld,0.33160554830249905,-0.04942536137396765,9.803782701390206,0.16980166327987378,0.11206493139235184,0.11534478844643443,9.952267505692317,0.25071738030862933,1,2
24,handheld,0.29027602065736485,0.14164273844833924,9.613086351221215,0.1636268485130951,0.13688417297669606,0.10866699623448962,9.467175674160893,0.24764435481892724,1,1
25,pocket,0.33279459926698474,0.2566673250025807,9.724058191718397,0.10714110876613694,0.11550775535061,0.09291837515784653,9.880768992888777,0.23416540638567376,1,2
26,pocket,0.029249471835145868,0.17221914151569484,9.668023230658317,0.18805817932397928,0.0880498485049439,0.09106885583115143,10.255543984024076,0.2796818570314035,2,2
27,pocket,0.29818946141015873,0.3987468707423887,9.609342143367314,0.14423366260519696,0.1330624923009606,0.095322503622876,9.981392903779524,0.24409636735407342,2,2
28,handbag,0.37283905146122576,0.1789229590749387,9.637228854603192,0.18444726372103654,0.13677595242002188,0.11803865578172389,9.638639022374344,0.22553078423099052,2,1
29,handbag,0.23900936747426108,0.0661674496870999,9.504874029491976,0.16432102270526128,0.10940290578812517,0.1314141497065232,9.485419089573547,0.23321842936503298,2,2
30,handbag,0.08720749805931347,0.45090636716017973,9.784834682689365,0.1549645987015487,0.10689890579452674,0.13645442717584966,9.973664867056657,0.2532451059058766,2,2
31,handheld,0.3479621421491985,0.30604412208170606,9.850226125374803,0.1481167481279963,0.08581308562316214,0.08531112536895226,9.433922379997146,0.19236611183431165,2,2
32,handbag,0.22708794421511547,-0.0823489074158076,9.683253388295888,0.20517554495622084,0.13256135993863938,0.10116040910365835,9.741503690569939,0.3207113949937132,2,2
33,handheld,-0.04116663957415437,0.015900367408602248,9.712906208739431,0.1445670089518635,0.11075341965843112,0.12687026670207524,9.921127229598527,0.21964553918020985,2,2
34,handheld,0.07557158065250094,-0.01457897284495882,9.680414215959415,0.13657337793070704,0.06642439732000785,0.08258865744411767,9.487762293899728,0.2102411975956589,2,2
35,handbag,0.13105582031595392,0.18747555254108667,9.627990871846995,0.13837381945765306,0.09029825892351248,0.08635843413214563,9.47396668422363,0.23110393980998398,2,2
36,handheld,0.4358727431459485,0.17853896441801465,9.780490286021088,0.15002118335923642,0.1312443677079457,0.11593740157917612,9.410532359726872,0.29545795075793,1,2
37,handbag,0.4095274629459321,0.1776142318874599,9.741906832515163,0.14998627506451034,0.11316172588923341,0.09062632983128034,10.138622726680584,0.23657463027502076,1,2
38,handbag,0.40904527965850135,-0.08558913513987408,9.41878656206209,0.17008047944672877,0.09729084218026543,0.07049182732857417,10.164627018522417,0.30821043945282056,2,2
39,pocket,0.24485404165257996,0.033429014407394084,9.60653892525909,0.16516498068423927,0.12107585755694797,0.0834616528811831,10.160904545052901,0.23351653513328122,2,1
40,handbag,0.3470392187668798,0.09208576943316268,9.504693875043598,0.16518981372908015,0.10319905211635813,0.11980598245304007,10.194354822650078,0.17895863322325944,1,1
41,pocket,0.0388830886971164,-0.10863046591848664,9.865541434538859,0.14543524013696738,0.10714451703946168,0.10498066773089064,9.581741235709577,0.2082521586450276,2,1
42,handbag,0.21102046475891567,0.005380668013053119,9.692817122755427,0.16353044216022491,0.11460941158709671,0.06875522784496041,9.286833795900824,0.21569470463964893,2,1
43,handbag,0.27774490524743944,0.27277204521988785,9.73407015616963,0.16562593285363425,0.1537098354341881,0.08782126590308421,10.16581190197227,0.28242904687905424,2,1
44,pocket,0.04876514140363197,-0.0764891197563506,9.674670486491978,0.14841347763029689,0.15361524005187666,0.136454484875895,9.972294292079829,0.2270848615291953,2,2
45,pocket,0.24148681344628045,0.2846312592462177,9.82026967262901,0.15558400297445515,0.08057640851283618,0.09861023754327186,9.952194158667169,0.1909738665388195,2,2
46,handbag,0.46299587787065166,0.24093789110426028,9.796070517259444,0.16560062785650093,0.11870781709840089,0.09513204078242511,9.479994712834824,0.17762150020265027,1,2
47,handheld,0.293815467684094,0.07511153362346229,9.68845208169795,0.15422330602018064,0.09095586830158804,0.10016417872812405,9.764262746455696,0.1584212900419159,2,2
48,pocket,0.34763178099961806,0.03213524007587784,9.881799305567524,0.15613156550296936,0.0987352306277585,0.1041026206177055,9.77981675564145,0.38268135311097995,1,1
49,handheld,-0.15786103851483937,0.20981931465743603,9.728531814223288,0.17814190480829556,0.0828222172305056,0.09218367733370497,9.724215438440872,0.21253171603741866,2,1
50,handheld,0.4436953273729386,0.015471180692524303,9.563987492486119,0.15438027046950326,0.10264534535759184,0.12681078357091166,9.527434420493824,0.2721366469897745,2,2
51,handheld,0.18208164783717457,0.021440246006465144,9.720001873751357,0.13784535833309194,0.09613577290137,0.09058072064877513,9.264770666986982,0.18966343992118706,2,2
52,pocket,0.09469705288949365,0.10713579151943257,9.76174406577263,0.1230863997752891,0.1405108115468726,0.11987533533581587,9.551833960440696,0.31138201650768954,1,1
53,handheld,0.18380432222851048,-0.14562803149443015,9.696677524745173,0.15226301907933146,0.10316139512250691,0.13644889605674798,9.022133502880672,0.2071275693651341,1,2
54,pocket,-0.01275332374213467,-0.06399707180820473,9.668851695475704,0.14337065746703512,0.08108348932307669,0.10755446459871784,9.636780350300969,0.3435368684393819,2,2
55,handheld,0.36719130926282134,0.07212065011982205,9.886436131622999,0.1661662786199384,0.11994351993821402,0.07904715027686739,9.586250420783667,0.348597024523709,1,1
56,handbag,0.15969064158393106,0.16708352386551192,9.591413754128467,0.18155396197385285,0.11646144251550673,0.10376484032561036,9.448068589615204,0.19422896462154288,1,2
57,handbag,0.09920537819608959,0.013811127430558567,9.433628617489006,0.12940589753377546,0.11472901591824457,0.08872468366293382,9.840216483849563,0.3119519636522259,1,2
58,pocket,0.18479174014674524,0.0862867426373981,9.871905403092985,0.13228305513290617,0.13219997340075415,0.11796158321543254,9.654157178981995,0.34387012241014725,2,2
59,handbag,0.3777023481864211,-0.08361512897651584,9.587395260391036,0.14951681780839415,0.14463787680424486,0.10414494563529844,9.672211260510766,0.16986630467490388,1,1
60,handbag,0.2297187601171831,0.22189806227243844,9.681338196150179,0.1340013625681558,0.11443671840616744,0.09761892454959557,10.087747843850108,0.17564317871151489,1,1
61,handheld,-0.0014540654300200517,0.13640987954731779,9.672256784493776,0.1455594813812028,0.1253136669535059,0.07983274156503156,9.659731389460141,0.1453604156405459,1,1
62,pocket,0.27974712446116234,0.14702550831670602,9.833174849069852,0.1392765356219867,0.11494568110700473,0.06278120257030001,9.853441030687355,0.20301477089688258,2,1
63,handheld,0.07065300685160625,0.16859007415818741,9.853485637962688,0.12984444419460717,0.13012984467612937,0.08376918353765914,9.46921955649765,0.19972251097503757,1,1
64,handheld,-0.11341515470622246,0.11937530041937428,9.58076245458948,0.16651770763351936,0.09060613847990075,0.11302092750612258,9.80385823889517,0.23330045525065785,1,1
65,handheld,0.4344010819075767,0.051947268971120106,9.84569096281854,0.15150564089286012,0.1323468884051025,0.12365600163382208,9.71436221962815,0.186166188575523,2,1
66,handheld,0.27858448122415336,0.245558545846437,9.843841031621618,0.18660737458751223,0.12566042296207855,0.0937979609188319,9.763138134621697,0.28458668349992755,2,2
67,handheld,0.19825940042948775,0.12882573773129274,9.711935494092497,0.15718013281908783,0.10080966697860204,0.08110624688389848,9.43378816946524,0.2515236793740135,2,1
68,handheld,0.1581585727954952,0.09011366855918906,9.803254255531987,0.17577064678096976,0.1641669557295911,0.10379454504663504,9.457565351128366,0.271219457404094,1,2
69,handheld,0.41956192510999735,0.10896144152953953,9.813282995394477,0.1354240677112572,0.0928113560529961,0.11377006195358279,9.653457095025477,0.3014794116321075,2,1
70,pocket,0.6730732725297608,0.1064041920213512,9.684757214877411,0.13517585729595832,0.1265954683540086,0.11554383824352438,10.072659800265427,0.263154350326751,2,2
71,handbag,0.27731707778497744,0.08890812752896254,9.694243344244969,0.1944174121394578,0.10085580770791616,0.10389080913853566,9.379934739994392,0.23880620908662625,1,2
72,handheld,0.05555479765081858,0.16353276350094892,9.768932804707443,0.13782168140808593,0.1315600525095946,0.1414055605918106,10.160128441366352,0.2089329312465387,2,1
73,handheld,0.18683017216980358,-0.002303226654684229,9.54714750333642,0.1310170089834826,0.159992809436165,0.1253776529503592,9.563363076497637,0.29487573725947286,1,2
74,handheld,0.2745859008141074,0.006465075711163032,9.674619333348542,0.12657507713925362,0.1355110843418013,0.07554427770658848,9.760772520079664,0.26352260963073,2,1
75,handheld,-0.14242924604877985,0.17711164273143626,9.589964125369667,0.18831501129393097,0.11767907906170676,0.07065058025394833,9.990650552279105,0.260938849324246,2,2
76,handheld,0.26017488026671765,0.09257127911266445,9.852357820299902,0.14450605920670784,0.13857211036131134,0.07739344601895,9.651083999344989,0.21973802934020545,1,2
77,handheld,0.2754637694239618,0.2265671722571715,9.673441737549767,0.15806784160201115,0.1081910226844848,0.1233672297858297,9.679095681513276,0.2650111908392111,1,2
78,handbag,0.408951329698083,0.15906548007582363,9.737637372309337,0.1530279443898008,0.12977955485426676,0.06581483618180511,10.101630028855663,0.2109187793318484,1,1
79,handbag,0.3933184953559581,0.04368465079085215,9.68815880640275,0.13553180903354525,0.12175500405764174,0.10915119415027155,10.014156319888588,0.265500445405205,1,2
80,handheld,0.22667582404343042,0.17901156357544096,9.681651591454177,0.14407394004991786,0.0956683506321024,0.09659995416892715,9.915157688108875,0.23676054027946963,2,2
81,handbag,0.43719553598705374,0.2536629149550723,9.731096628758664,0.1669136774138965,0.15417218586833709,0.07510415109298657,9.703508457309711,0.28577770263831515,2,1
82,pocket,0.5153517478558134,0.16363754673455044,9.636935633519787,0.1254828456308374,0.1448764443275351,0.1049768843337105,9.720897862942632,0.18357575237032658,1,1
83,handheld,0.21419271828666897,0.18987019316801557,9.690151764853244,0.16348336481182832,0.10287713387853614,0.0964711201733337,9.471924073592053,0.2523785436933642,2,2
84,pocket,0.27272806177016234,0.08938749792759162,9.689415700276491,0.17868075329043168,0.14051335763431907,0.11613872352129932,9.668966579038957,0.285140544416141,1,1
85,pocket,-0.05509460296658644,0.2291647859456603,9.667678470013172,0.15584750679976,0.0964504283465105,0.06746028891743938,9.75684552911576,0.25372851392649914,2,1
86,handheld,-0.007645989366163203,0.040317150208442745,9.749105690774526,0.1766680046866545,0.1292584851889754,0.08212877029707484,9.731602262435581,0.17888375414451713,1,1
87,handbag,0.08427055289857219,0.15062516308886198,9.665300406798552,0.12257173275558136,0.12095035930188354,0.08252924900832366,9.814025024581282,0.21277314904694383,1,1
88,pocket,0.143457254322442,0.41834073829231194,9.871111498241197,0.11339915094632635,0.15356789628217868,0.11323291605029513,10.01786861333586,0.31336157718040775,1,2
89,handheld,0.04558154628928973,0.17466572672307917,9.772896410804053,0.1548528868011504,0.12663801000123479,0.09524731649864518,9.362158397491443,0.246461303536782,1,1
90,pocket,0.2046006882034137,0.05951465232897579,9.57506899452586,0.13827309911481506,0.0890967960909671,0.12361595703908645,9.581688032986827,0.20903560682798877,2,2
91,pocket,0.14794362484880724,0.05920493099703205,9.765087794403863,0.16757529923319908,0.14038534956245055,0.09202411395159969,10.026111034886734,0.31271186440459275,1,1
92,pocket,0.3706342847009423,0.10143899632515867,9.641052030249211,0.14379112038912675,0.11118838322262035,0.10441301219513696,10.356551520667425,0.3274834410877176,1,1
93,pocket,0.1387839531774438,0.2121494938075293,9.723569017540546,0.15294384749917037,0.11024533517367179,0.12968480348107184,9.471569665099723,0.1910621648976646,2,1
94,handbag,-0.13300769223232414,0.12749330110008586,9.636880455937266,0.15161967656148995,0.12058396300399861,0.06454136473815544,9.583656909159977,0.22485114556474478,2,2
95,pocket,0.228862675880313,0.0321766624113924,9.490559611262384,0.15225767989801087,0.10850630385588743,0.1005799632902782,9.412841101601192,0.23278147961856965,1,2
96,pocket,0.20787029633829912,0.0319643608653572,9.707826650707162,0.1391470902437438,0.1558963105338356,0.09936852274686334,9.230864014143854,0.27666037672512234,2,2
97,pocket,0.08069251778932596,0.12824591972275765,9.566558424115206,0.12270703736726227,0.1361037525777786,0.08424313598823661,9.808620601309217,0.2409815712744477,2,2
